ID,Year,Mileage,Price
"/tweedehands/bmw/3-serie/38649275",2015,99898,31950
"/tweedehands/bmw/1-serie/38649254",2012,237472,9950
"/tweedehands/bmw/5-serie/38649099",2016,26789,40900
"/tweedehands/bmw/1-serie/38648850",2016,27182,23950
"/tweedehands/bmw/1-serie/38648841",2014,105353,16900
"/tweedehands/bmw/3-serie/38648011",2012,123927,22995
"/tweedehands/bmw/x1/38647554",2010,159949,14995
"/tweedehands/bmw/5-serie/38647198",2011,148845,27950
"/tweedehands/bmw/2-serie/38646810",2015,31554,22695
"/tweedehands/bmw/2-serie/38646437",2016,10253,26995
"/tweedehands/bmw/3-serie/38646406",2012,238742,15949
"/tweedehands/bmw/5-serie/38644711",2014,91374,34900
"/tweedehands/bmw/3-serie/38644690",2014,64911,28400
"/tweedehands/bmw/5-serie/38643300",2017,9000,62495
"/tweedehands/bmw/5-serie/38642708",2012,178549,20945
"/tweedehands/bmw/3-serie/38641405",2012,91815,18750
"/tweedehands/bmw/5-serie/38641387",2017,29000,49945
"/tweedehands/bmw/3-serie/38641374",2014,42545,24950
"/tweedehands/bmw/1-serie/38641306",2013,95761,14950
"/tweedehands/bmw/x5/38640302",2012,102884,30900
"/tweedehands/bmw/3-serie/38638109",2015,103398,29950
"/tweedehands/bmw/4-serie/38637727",2015,55857,34900
"/tweedehands/bmw/1-serie/38637396",2012,90505,16900
"/tweedehands/bmw/1-serie/38636281",2012,104285,17945
"/tweedehands/bmw/3-serie/38636137",2017,10574,39900
"/tweedehands/bmw/1-serie/38635046",2012,127806,17650
"/tweedehands/bmw/3-serie/38635417",2015,50216,25495
"/tweedehands/bmw/1-serie/38635259",2012,112534,14950
"/tweedehands/bmw/x3/38635056",2012,178076,28400
"/tweedehands/bmw/3-serie/38634804",2011,170538,13650
"/tweedehands/bmw/3-serie/38633587",2013,149148,16950
"/tweedehands/bmw/3-serie/38633579",2014,66700,24900
"/tweedehands/bmw/1-serie/38633440",2012,135698,13745
"/tweedehands/bmw/2-serie/38633434",2014,190214,17845
"/tweedehands/bmw/1-serie/38633394",2013,97741,15450
"/tweedehands/bmw/3-serie/38632935",2014,110850,18750
"/tweedehands/bmw/5-serie/38632326",2014,112603,29950
"/tweedehands/bmw/3-serie/38632314",2015,122961,27950
"/tweedehands/bmw/x1/38632075",2016,21800,41945
"/tweedehands/bmw/3-serie/38632073",2015,70848,27900
"/tweedehands/bmw/3-serie/38586762",2010,144884,13800
"/tweedehands/bmw/3-serie/38630724",2013,87894,23850
"/tweedehands/bmw/5-serie/38630391",2012,75799,27995
"/tweedehands/bmw/3-serie/38630389",2014,56555,26995
"/tweedehands/bmw/5-serie/38629202",2012,143628,24875
"/tweedehands/bmw/1-serie/38628796",2012,125794,14945
"/tweedehands/bmw/5-serie/38628446",2015,104922,29888
"/tweedehands/bmw/1-serie/38628005",2018,5000,46950
"/tweedehands/bmw/i3/38627427",2014,72245,26940
"/tweedehands/bmw/3-serie/38623574",2012,146430,15950
"/tweedehands/bmw/3-serie/38623547",2011,151502,12699
"/tweedehands/bmw/3-serie/38620805",2014,55752,25450
"/tweedehands/bmw/4-serie/38620606",2017,29971,74950
"/tweedehands/bmw/1-serie/38617857",2013,104015,15500
"/tweedehands/bmw/5-serie/38617768",2014,162819,27850
"/tweedehands/bmw/5-serie/38617764",2011,155900,19798
"/tweedehands/bmw/3-serie/38617088",2017,7000,37995
"/tweedehands/bmw/1-serie/38616454",2012,81892,19495
"/tweedehands/bmw/z4/38616272",2012,60026,29995
"/tweedehands/bmw/3-serie/38615806",2011,200140,10250
"/tweedehands/bmw/3-serie/38615786",2012,149169,17950
"/tweedehands/bmw/5-serie/38615690",2013,147354,22900
"/tweedehands/bmw/1-serie/38615343",2014,130941,16990
